Id,Name,Text,Colorway,Main_color,Category
193,Onitsuka Tiger Mexico 66 Silver Off White,"The Onitsuka Tiger Mexico 66 drops in a striking Silver/Off White palette, seamlessly merging vintage vibes with contemporary fashion.

At the forefront of the sneaker game, this classic silhouette has reinvented itself once again. Featuring leather craftsmanship, the shimmering silver upper is complemented beautifully by muted off-white highlights, and an off white midsole making it an instant head-turner. But it isn't just about aesthetics; the Mexico 66 is a statement piece with a history. When you lace up, you're not only joining the fashion-forward crowd but also honoring the iconic legacy of Onitsuka Tiger.

This trendsetting blends classic old-school charm with modern flair. The Onitsuka Tiger Mexico 66 in Silver/Off White was available at an initial retail price of $120.",Silver/Off White,Silver,Lifestyle
194,April Skateboards x Nike Dunk Low SB 'Turbo Green',"The April Skateboards x Nike Dunk Low SB ‘Turbo Green’ dresses the retro model in an airy white mesh upper, accented with a chrome Swoosh and fortified with suede overlays in a bright teal finish. White leather is utilized on the toe box and back tab, marked with April and Nike SB branding across the left and right shoe. ‘April’ is stamped on the lateral heel, while each tongue tag displays mismatched Nike SB and April logos. Underfoot, a translucent rubber outsole reveals a unique floral graphic.",Turbo Green/Metallic Silver/Turbo Green,Green,Skateboarding
195,New Balance 550 ‘White Grey’ ,"The New Balance 550 ‘White Grey’ offers a clean colorway of the vintage hoops shoe retrieved from the brand’s late ‘80s archive. A monochromatic white finish is executed on the leather upper, featuring a tonal ‘N’ logo and perforated midfoot detailing. Breathable mesh construction on the collar and tongue provides a comfortable fit. The low-top is mounted on a durable rubber cupsole, with an EVA wedge for lightweight cushioning. Grey New Balance branding on the heel is matched by the rubber outsole.",White,White,Lifestyle
196,Nike Dunk Low 'Michigan State',"The Nike Dunk Low ‘Michigan State’ delivers a low-top version of the Michigan State Dunk from 2020. Like its predecessor, the shoe features a two-tone all-leather upper rendered in classic ‘Be True to Your School’ color blocking. A stark white finish is contrasted by a dark green Swoosh and matching overlays at the toe and heel. Standard Nike branding hits decorate the heel and nylon tongue. The low-top is mounted on a durable rubber outsole, complete with a traction pattern originally developed for the hardwood.",White/Team Green/White/Total Orange,Green,Lifestyle
197,Air Jordan 8 Retro 'Playoff' 2023,"The 2023 edition of the Air Jordan 8 Retro ‘Playoff’ celebrates the 30th anniversary of the shoe that Michael Jordan wore when he captured his third NBA championship in 1993. Previously released in 2013 and 2007, the legacy silhouette carries a black nubuck upper with a unique cross-strap design for a secure, locked-in fit. A crimson Jumpman decorates a tongue patch made with fuzzy chenille, while an embroidered ‘23’ lands on the vamp. A red and black brushstroke graphic adorns synthetic overlays along the lateral and medial sides of the ‘Playoff’ 8s. The sneaker rests on a matching black foam midsole with glossy sidewalls and encapsulated Air-sole cushioning. A multicolor rubber outsole reveals a golden Jumpman logo under the forefoot.",Black/True Red/White,Black,Lifestyle
198,Nike Zoom Vomero 5 Platinum Tint,"The Nike Zoom Vomero 5 Platinum Tint applies an off-white base of Platinum Tint with accents in Subtle Gray and beige hues to the Zoom Vomero 5 silhouette.

This technical running shoe boasts a durable mesh upper with synthetic leather overlays that form an overlapping pattern. A plastic piece on the side panels provides support, while the synthetic grid-like design on the heel maintains the sneaker’s durability and allows the foot to breathe. The combination of Platinum Tint, Iron Gray, and cashmere across the upper gives the sneaker a slightly off-white appearance. The Zoom Air unit in the midsole gives responsive cushioning, while the rubber outsole grips the pavement or ground.

Our StockX experts like the way the Cashmere Swoosh logos stand out against the plastic panels on the sneaker’s side panels. The Nike Zoom Vomero 5 Platinum Tint was released on January 2nd, 2024, and sold for $160.",Platinum Tint/Cashmere/Iron Grey/Photon Dust,White,Running
199,Nike SB Dunk Low City of Love Burgundy Crush,"The Nike SB Dunk Low City Of Love Burgundy Crush embodies the depth and richness of Paris's cultural tapestry, presented through a captivating colorway of burgundy crush, dark team red, earth, dark pony, and university red. This sneaker is a tribute to the city’s artistic legacy and the undying romance that Paris is known for, designed for those who draw inspiration from the world around them.

Echoing the hues of Parisian sunsets and the historic bricks that line the Montmartre district, the Burgundy Crush colorway is both a celebration of the city’s natural beauty and its storied past. The sneaker’s luxurious materials and intricate design details, such as the embroidered branding and unique insole, reflect the craftsmanship and creativity synonymous with Paris. It’s a sneaker for those who wear their hearts on their soles, embracing the blend of tradition and contemporary flair that defines Paris.

Introduced on February 9, 2024, for $125, the Nike SB Dunk Low City Of Love Burgundy Crush quickly rose to prominence among those who cherish both the art of skateboarding and the art of living. Its release commemorates the enduring influence of Paris on the creative world, offering a sneaker that captures the essence of the city's elegance, creativity, and love, and inviting wearers to make every day a journey through the City of Love.",Burgundy Crush/Dark Team Red/Earth/Dark Pony/University Red/Earth,Brown,Skateboarding
200,adidas Yeezy Boost 350 V2 ‘Red’,"The adidas Yeezy Boost 350 V2 ‘Red’ released alongside ‘Copper’ and ‘Green’ colorways on November 23, 2016. Like its companions, this pair features mostly black Primeknit construction, accented with contrast-hued fibers resulting in a speckled effect throughout the upper. The sneaker’s lateral side is embellished with a bright red stripe that extends from heel to toe, marked with SPLY-350 branding. Responsive cushioning arrives via a caged Boost midsole, visible through cut-away detailing on the rubber outsole.",Core Black/Red/Core Black,Black,Lifestyle
201,Nike Book 1 'Haven',"The Nike Book 1 'Haven' takes its name from Devin Booker's pet dog. Inspired by the Cane Corso's fur, the low-top carries a suede upper in a solid black finish. The monochrome design is disrupted by a metallic bronze Swoosh that matches Haven's eyes. Additional branding elements include 'Book' tongue tags and 'Chapter One' stamped on the heel tab, featuring a layered design modeled after a book spine. A TPU cage reinforces the lateral side of the Cushlon foam midsole, painted black and fitted with a top-loaded Zoom Air unit in the heel. A translucent herringbone-pattern rubber outsole provides grippy traction underfoot.",Black/Hemp/Metallic Red Bronze,Black,Basketball
202,New Balance 2002R 'Protection Pack - Phantom',"The New Balance 2002R ‘Phantom’ is taken from the ‘Protection Pack,’ composed of three neutral colorways of the lifestyle runner originally released in 2010. This pair showcases a monochromatic dark grey finish throughout the upper, featuring a breathable mesh base with raw-edged suede overlays that enhance the shoe’s deconstructed look. A tonal ‘N’ logo on the quarter panel is joined by a discreet 2002r callout on the lateral side. A distressed ABZORB midsole, borrowed from the 860v2, delivers lightweight cushioning and a smooth ride.",Phantom/Magnet,Black,Running
203,Nike Wmns Air Zoom Vomero 5 'Photon Dust Pink Foam',"The Nike Women's Air Zoom Vomero 5 'Photon Dust Pink Foam' spotlights varying shades of pink on the full-length Cushlon foam midsole, fitted with Zoom Air cushioning in the forefoot and heel. The upper features white open-cell mesh, accented with a metallic silver Swoosh atop the TPU midfoot cage. The layered design is further enlivened with 3M accents and mirror-reflective detailing on the eyestay and forefoot overlay.",Metallic Silver/Pure Platinum/Pink Foam/Platinum Tint/Black,Silver,Running
204,Nike Air VaporMax Plus 'Triple Black',"Setting the tone for Air Max hybrids, the Air VaporMax Plus 'Triple Black’ features an all-black neoprene gradient upper with a molded TPU cage made famous on the Air Max Plus. The sneaker sports 3M reflective detailing on the tongue, 'Vm Air' heel branding, and a black foam midsole with a matching translucent full-length VaporMax outsole. It dropped in January 2018 alongside ‘Cargo Khaki’, Sunset’ and ‘Photo Blue’ colorways.",Black/Black-Dark Grey,Black,Running
205,ASICS Wmns Gel Kayano 14 'Baked Pink Cream',"The ASICS Women's Gel Kayano 14 'Baked Pink Cream' showcases a gradient mesh upper, finished in a subtle pink hue through the forefoot that transitions to powder blue along the heel and features synthetic leather overlays in metallic silver. ASICS branding adorns the tongue and sockliner, while off-white tiger stripes sweep across the midfoot. Lightweight cushioning arrives via an EVA foam midsole with visible Gel inserts in the forefoot and heel.",Baked Pink/Cream,Pink,Running
